title,artist,listType,Gross,Tickets_Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank,
Parallel Mothers,Sony Pictures Cla...,Drama,2197526,210290,130,2022,1864,227,7,14.60284274,
Beast,Universal,Thriller/Suspense,31846530,3047514,46,2022,1623.277702,156.3129738,16,17.27643899,
Sing 2,Universal,Adventure,86307835,9171927,24,2022,1643.508613,126.3337834,20,18.27343094,
The Roundup,Capelight Pictures,Action,613026,58662,177,2022,1664.411487,116.7384801,3,13.32616263,
Three Thousand Years of Lon...,United Artists,Drama,8286741,903679,85,2022,1667.801226,96.0989498,13,15.93016733,
Mack & Rita,Gravitas Ventures,Comedy,2535459,242627,124,2022,1690.764068,97.58037099,7,14.74588524,
Acharya,Self Distributed,Action,1412000,135119,152,2022,1696.297175,158.9951048,5,14.1605177,
Facing Nolan,Utopia,Documentary,405797,38832,193,2022,1703.456716,108.00001,3,12.91360831,
Jugjugg Jeeyo,Moviegoers Entert...,Comedy,1540000,147368,144,2022,1710.627344,111.5471341,5,14.24729297,
King Richard,Warner Bros.,Drama,408056,43364,192,2022,1713.315029,119.0821423,3,12.9191597,
The Kashmir Files,Zee Studios,Thriller/Suspense,1485000,142105,148,2022,1720.516223,113.033767,5,14.21092533,
Watcher,IFC Midnight,Thriller/Suspense,1961207,187675,137,2022,1730.508589,112.6430988,5,14.48907066,
Drishyam 2,Yash Raj Films,Drama,3004180,287481,119,2022,1734.659984,101.3840618,7,14.91551521,
The King's Man,20th Century Studios,Action,20917649,2281095,53,2022,1746.200009,82.65366294,15,16.85610381,
Brahmastra Part 1: Shiva,Fox Star India,Adventure,7839108,750153,86,2022,1774.009931,85.91068475,13,15.87463561,
Alice,Roadside Attractions,Thriller/Suspense,373037,35697,198,2022,1777.993915,101.4067446,3,12.82943289,
2022 Oscar Shorts,ShortsHD,Multiple Genres,1801646,172406,140,2022,1783.71214,107.0015552,5,14.40421125,
Honk for Jesus. Save Your S...,Focus Features,Comedy,2561270,245097,123,2022,1794.656249,111.9235946,7,14.75601379,
Armageddon Time,Focus Features,Drama,1860050,177995,139,2022,1805.783648,116.4159222,5,14.43611393,
Marry Me,Universal,Romantic Comedy,22438180,2384503,51,2022,1825.166512,121.3458885,15,16.92627453,
The 355,Universal,Thriller/Suspense,14570455,1394301,62,2022,1831.272737,150.7178823,15,16.49450641,
See How They Run,Searchlight Pictures,Comedy,9586237,917343,77,2022,1852.726281,168.7108099,13,16.07583898,
Elf,New Line,Comedy,2568160,280061,122,2022,1874.13128,179.3565845,7,14.75870025,
Downton Abbey: A New Era,Focus Features,Drama,44141550,4224072,38,2022,1877.36316,205.1655888,17,17.60291207,
Official Competition,IFC Films,Comedy,593926,56835,178,2022,1859.127939,213.3800098,3,13.29451001,
Avatar: The Way of Water,20th Century Studios,Action,425527069,40720293,3,2022,1892.311168,244.4155195,25,19.86883912,
House of Gucci,United Artists,Drama,4786047,457994,103,2022,1880.971796,276.4688916,9,15.38121537,
Carnal Knowledge,Avco Embassy,Drama,28630731,3122217,47,2022,1870.272127,300.1652432,17,17.16999121,
Family Camp,Roadside Attractions,Comedy,3973263,380216,113,2022,1847.231044,293.4489599,7,15.19509823,
Memory,Open Road,Action,7329043,701343,89,2022,1845.858487,317.6000976,13,15.80735551,
Babylon,Paramount Pictures,Drama,9082897,869177,81,2022,1824.125795,331.8721029,13,16.02190375,
Devotion,Sony Pictures,Action,19837942,1898368,55,2022,1797.173031,339.4581734,15,16.80310692,
Tyson's Run,Collide Distribution,Drama,391167,37432,196,2022,1781.541621,330.5329824,3,12.87688986,
Jeepers Creepers: Reborn,Fathom Events,Horror,2033057,194550,135,2022,1777.266954,341.3941749,5,14.52505113,
Fantastic Beasts: The Secre...,Warner Bros.,Adventure,95850844,10452655,20,2022,1765.463997,363.4325554,20,18.37830383,
The Black Phone,Universal,Horror,90123230,8624233,23,2022,1728.993917,379.8622004,20,18.31668851,
Licorice Pizza,United Artists,Drama,10935116,1046422,72,2022,1697.651801,390.1904032,13,16.20748982,
The Menu,Searchlight Pictures,Black Comedy,36158946,3943178,41,2022,1673.588562,408.1057748,17,17.40343494,
Don't Worry Darling,Warner Bros.,Thriller/Suspense,45309403,4335828,37,2022,1642.243628,394.934021,17,17.62902514,
Whitney Houston I Wanna Dan...,Sony Pictures,Drama,13256913,1268604,65,2022,1615.457811,377.426307,15,16.40002971,
Dog,United Artists,Comedy,61778069,5911776,31,2022,1583.516257,379.3594677,17,17.93905899,
Yashoda,Cinegalaxy,Thriller/Suspense,395000,37799,195,2022,1581.769334,359.4359073,3,12.88664104,
The Cursed,LD Entertainment,Horror,4588389,500369,107,2022,1573.416458,350.8202551,9,15.33903954,
The Matrix Resurrections,Warner Bros.,Action,9552171,914083,78,2022,1850,349.9072364,13,16.07227902,
Inu-Oh,GKIDS,Musical,351558,33641,200,2022,1891.268668,326.2964756,3,12.77012998,
RRR: Rise  Roar  Revolt,Sarigama Cinemas,Action,13930910,1333101,64,2022,1875.123937,332.1373505,15,16.44962067,
K.G.F: Chapter 2,Viva Entertainment,Action,6604562,632015,93,2022,1895.320647,295.6111656,9,15.70327118,
Dragon Ball Super: Super Hero,Crunchyroll,Action,32132374,3074868,44,2022,1916.96843,278.1558574,17,17.28537462,
