(673.66, 343.92)
(1552.36, 181.35)
(1084.92, 105.05)
(1193.31, 248.99)
(1818.82, 154.31)
(964.43, 149.47)
(830.05, 236.95)
(585.51, 264.85)
(802.15, 381.43)
(638.51, 168.53)
(988.09, 276.18)
(1081.04, 345.57)
(991.93, 403.62)
(1661.39, 249.23)
(849.26, 130.62)
(1357.67, 317.8)
(1087.74, 210.24)
(1801.27, 150.92)
(672.02, 265.35)
(1481.3, 323.14)
(1482.31, 184.84)
(1401.45, 191.3)
(1803.81, 277.95)
(1573.17, 332.76)
(1173.9, 377.04)
(444.25, 251.86)
(1216.85, 144.26)
(1904.94, 274.68)
(1753.82, 154.52)
(1079.24, 198.95)
(925.64, 298.45)
(1632.5, 309.77)
(1864.2, 282.93)
(1052.64, 268.88)
(1467.27, 324.27)
(1197.98, 310.03)
(1248.0, 190.73)
(843.65, 314.11)
(972.68, 138.22)
(1129.93, 238.78)
(1407.81, 339.16)
(1134.47, 279.22)
(1100.71, 394.66)
(1306.13, 294.99)
(1419.56, 235.9)
(1838.87, 297.31)
(777.2, 114.43)
(1232.82, 351.16)
(1871.05, 271.08)
(974.07, 273.06)
(1043.15, 220.93)
(1777.53, 273.6)
(819.82, 219.15)
(769.99, 315.03)
(789.67, 89.64)
(1398.64, 329.17)
(1206.81, 181.69)
(1879.39, 195.15)
(1211.02, 270.62)
(1571.44, 282.95)
(1817.97, 343.57)
(1665.91, 318.09)
(935.77, 324.33)
(1515.51, 318.93)
(810.45, 190.35)
(1790.88, 273.64)
(920.32, 175.98)
(1891.71, 289.29)
(1504.17, 284.97)
(928.7, 338.69)
(1839.09, 272.83)
(1793.77, 287.07)
(1396.17, 209.91)
(1684.65, 299.5)
(824.79, 332.07)
(1366.11, 196.35)
(1461.8, 200.08)
(733.56, 174.66)
(1830.74, 206.01)
(1124.3, 358.69)
(1011.22, 179.53)
(1140.31, 313.58)
(1735.07, 186.78)
(735.1, 401.28)
(1846.87, 283.37)
(856.0, 226.43)
(961.47, 272.48)
(1904.23, 309.59)
(740.28, 225.28)
(1017.37, 301.09)
(1132.09, 263.92)
(1672.47, 329.55)
(1575.18, 210.77)
(1337.48, 182.09)
(833.33, 141.98)
(937.35, 304.8)
(1757.76, 213.88)
(845.79, 218.95)
(801.11, 275.74)
(1663.52, 282.04)
(918.28, 345.58)
(1121.39, 281.36)
(1892.08, 314.3)
(1448.41, 311.71)
(1465.87, 212.46)
(1622.73, 210.86)
(1705.1, 300.16)
(1157.86, 268.39)
(1922.79, 217.29)
(1547.61, 243.08)
(951.88, 207.11)
(1001.23, 117.55)
(1879.99, 318.63)
(1138.77, 294.71)
(1013.78, 115.26)
(704.41, 197.11)
(935.43, 216.67)
(1644.92, 226.63)
(1480.06, 288.82)
(1715.02, 209.86)
(1116.6, 269.8)
(1793.16, 161.55)
(1199.37, 222.03)
(952.31, 289.02)
(1072.77, 335.91)
(1864.03, 191.52)
(1524.11, 184.8)
(1539.68, 252.87)
(707.45, 323.35)
(888.83, 313.6)
(802.07, 248.8)
(772.81, 215.45)
(805.74, 226.01)
(960.31, 353.65)
(758.35, 363.97)
(687.85, 148.98)
(771.84, 332.81)
(876.15, 119.56)
(1379.33, 158.36)
(1475.68, 300.58)
(908.77, 307.33)
(860.58, 244.35)
(1166.09, 305.62)
(999.02, 282.35)
(1580.81, 274.05)
(949.84, 308.67)
(732.82, 104.64)
(776.22, 179.0)
(1324.32, 310.59)
(900.41, 289.63)
(871.99, 372.18)
(871.57, 384.51)
(1799.72, 298.37)
(1628.11, 178.74)
(1177.14, 166.77)
(1233.48, 338.1)
(1357.88, 224.7)
(1536.42, 289.98)
(1173.61, 137.85)
(725.07, 393.45)
(916.25, 227.09)
(1904.8, 188.02)
(1100.64, 354.55)
(1053.53, 199.77)
(742.58, 166.05)
(696.85, 187.48)
(903.02, 234.05)
(1885.67, 278.08)
(1136.67, 366.85)
(1311.53, 257.45)
(1064.93, 264.59)
(709.39, 209.74)
(1470.83, 191.1)
(1924.46, 279.74)
(1410.84, 295.83)
(1153.88, 174.62)
(1167.69, 345.49)
(1168.34, 248.95)
(1301.11, 157.26)
(755.07, 210.81)
(1020.44, 216.7)
(1164.76, 162.84)
(1269.29, 347.37)
(1492.39, 289.62)
(1497.21, 169.88)
(989.2, 120.11)
(1326.88, 175.62)
(1161.03, 372.78)
(750.3, 133.11)
(1658.96, 213.54)
(1791.21, 225.24)
(1717.65, 252.15)
(1696.57, 280.92)
(620.95, 317.24)
(1197.65, 297.19)
(1040.31, 268.87)
(1048.56, 289.69)
(1163.36, 384.61)
(1447.5, 221.7)
(1024.39, 395.34)
(736.75, 143.27)
(809.55, 370.79)
(1213.25, 167.77)
(1143.9, 225.41)
(1112.86, 353.66)
(1389.4, 337.95)
(759.25, 340.9)
(1505.08, 342.04)
(852.58, 252.2)
(1516.98, 213.73)
(1235.69, 194.23)
(1768.57, 196.14)
(546.53, 230.7)
(1422.06, 248.22)
(1000.2, 174.03)
(1706.47, 247.68)
(1317.06, 288.63)
(831.86, 269.69)
(812.09, 259.23)
(1222.8, 343.43)
(1019.4, 384.62)
(687.19, 324.17)
(1901.33, 216.53)
(1104.11, 382.51)
(1077.7, 178.02)
(733.24, 315.56)
(1127.88, 395.9)
(847.02, 117.75)
(822.62, 173.98)
(997.54, 365.72)
(1114.11, 370.16)
(1333.35, 252.24)
(1060.43, 161.11)
(896.9, 371.0)
(1820.11, 212.23)
(1184.04, 359.91)
(1670.51, 240.17)
(1092.41, 242.26)
(1647.15, 214.68)
(1119.51, 224.21)
(1538.35, 186.97)
(1596.2, 262.32)
(753.54, 169.71)
(850.88, 326.85)
(951.98, 150.3)
(706.98, 182.08)
(888.34, 288.82)
(709.29, 138.0)
(1056.1, 187.96)
(1788.85, 213.04)
(603.61, 228.96)
(1059.54, 238.86)
(1224.86, 254.54)
(717.11, 146.25)
(1457.11, 331.78)
(1858.46, 202.11)
(597.21, 273.48)
(1010.89, 199.45)
(1481.22, 273.98)
(1674.74, 250.82)
(551.17, 241.42)
(1560.35, 233.81)
(1583.94, 285.31)
(1558.2, 166.57)
(789.06, 273.97)
(1506.26, 310.73)
(873.89, 198.57)
(886.5, 221.6)
(1475.26, 219.64)
(1886.06, 303.81)
(863.38, 310.93)
(1380.12, 181.67)
(1562.58, 291.57)
(658.19, 190.29)
(1079.53, 137.95)
(1077.56, 307.32)
(1873.31, 291.51)
(1723.53, 190.65)
(750.51, 372.59)
(1181.75, 180.98)
(1822.41, 247.0)
(1533.91, 231.78)
(1391.06, 184.39)
(1010.7, 283.51)
(1289.17, 264.57)
(994.96, 334.05)
(672.33, 192.48)
(824.0, 261.52)
(1152.52, 279.02)
(1692.58, 202.34)
(1063.68, 327.79)
(1219.86, 297.82)
(1146.8, 100.83)
(916.54, 156.33)
(1123.85, 136.04)
(1813.62, 165.9)
(677.75, 363.76)
(957.67, 238.58)
(1004.56, 209.73)
(720.42, 238.78)
(1104.82, 161.54)
(892.82, 118.26)
(1457.07, 297.85)
(636.99, 184.31)
(810.04, 177.85)
(701.82, 276.52)
(1475.56, 233.68)
(700.63, 313.93)
(1227.21, 151.27)
(1568.77, 319.79)
(834.44, 219.54)
(1174.92, 152.47)
(1655.85, 231.19)
(1187.47, 219.75)
(1416.41, 269.65)
(1588.32, 198.22)
(1194.45, 364.15)
(752.87, 353.78)
(856.36, 170.32)
(775.7, 305.22)
(1146.0, 214.54)
(1265.2, 182.36)
(1377.82, 196.68)
(1172.63, 199.11)
(1848.53, 323.03)
(1427.5, 284.87)
(983.63, 394.24)
(1183.55, 117.43)
(1349.56, 338.62)
(1407.51, 233.51)
(713.47, 255.88)
(786.25, 300.57)
(894.03, 272.41)
(1385.57, 241.87)
(1041.24, 136.9)
(1238.8, 296.89)
(671.17, 178.17)
(1467.18, 336.58)
(1385.95, 203.97)
(856.04, 181.45)
(1563.28, 197.82)
(1826.5, 179.74)
(1303.69, 329.24)
(1151.88, 290.41)
(690.58, 177.8)
(1618.66, 306.96)
(857.85, 204.64)
(867.97, 360.09)
(1599.78, 316.97)
(1001.09, 184.92)
(444.13, 264.19)
(1231.31, 230.02)
(1158.69, 230.07)
(1005.81, 106.64)
(1633.11, 294.57)
(970.25, 283.88)
(1788.17, 353.12)
(1400.44, 178.96)
(1773.45, 224.27)
(1422.31, 259.28)
(1422.7, 223.86)
(1135.54, 355.48)
(1598.4, 194.56)
(1869.45, 201.8)
(1397.58, 345.73)
(1376.1, 347.49)
(1628.62, 239.99)
(711.6, 280.43)
(1894.12, 197.8)
(1065.79, 306.88)
(684.3, 355.07)
(719.22, 175.13)
(854.79, 317.18)
(1036.73, 198.51)
(1261.61, 355.54)
(806.63, 330.52)
(1110.24, 279.65)
(749.61, 383.46)
(645.25, 149.54)
(1255.95, 199.85)
(660.43, 263.0)
(897.54, 221.07)
(984.44, 109.82)
(1188.43, 303.31)
(1211.95, 342.23)
(781.64, 198.75)
(1377.35, 224.25)
(1421.03, 169.4)
(674.52, 318.19)
(1045.26, 192.19)
(1256.92, 324.86)
(1663.57, 223.79)
(897.38, 306.73)
(775.96, 382.48)
(1210.0, 218.55)
(710.39, 355.57)
(1325.68, 228.82)
(1729.56, 290.17)
(1455.27, 320.97)
(1215.77, 259.7)
(995.48, 323.27)
(1105.88, 215.56)
(1798.77, 217.19)
(1325.79, 259.68)
(1850.35, 170.25)
(1562.05, 254.84)
(737.17, 369.14)
(1320.23, 268.08)
(1215.23, 319.2)
(1423.78, 328.65)
(1741.9, 152.57)
(1170.16, 288.91)
(675.34, 125.58)
(1702.36, 165.45)
(1153.91, 221.0)
(1325.85, 299.02)
(1388.17, 272.65)
(622.07, 228.16)
(1446.78, 300.36)
(1802.07, 227.43)
(1571.12, 268.75)
(803.02, 262.96)
(897.33, 208.19)
(768.11, 170.96)
(1162.33, 295.29)
(947.39, 298.98)
(1370.75, 270.74)
(1107.78, 171.62)
(820.45, 372.0)
(1157.34, 335.86)
(899.33, 316.35)
(1687.85, 174.93)
(641.32, 314.55)
(1820.28, 201.17)
(1566.88, 218.54)
(886.74, 373.26)
(1738.93, 280.67)
(1315.97, 175.99)
(1523.81, 222.28)
(1708.48, 258.29)
(897.81, 248.57)
(1035.24, 340.6)
(1416.99, 321.34)
(1882.98, 227.56)
(1023.97, 167.35)
(1069.36, 171.99)
(833.3, 251.44)
(1160.31, 285.94)
(1178.69, 304.41)
(1679.3, 226.51)
(1037.83, 146.7)
(933.26, 232.35)
(1181.7, 328.47)
(674.2, 217.57)
(1909.35, 285.74)
(1783.16, 261.61)
(1494.21, 184.11)
(1239.11, 223.15)
(699.02, 303.36)
(750.46, 220.34)
(777.14, 286.58)
(981.82, 205.29)
(660.46, 235.76)
(1679.93, 269.66)
(1884.31, 237.62)
(1530.37, 194.17)
(1061.56, 178.85)
(1077.49, 273.45)
(1581.28, 220.42)
(1747.85, 292.65)
(1890.85, 221.49)
(1271.4, 280.47)
(1593.32, 300.53)
(1548.16, 170.09)
(1738.85, 197.5)
(1809.74, 240.37)
(621.26, 281.5)
(1233.05, 362.95)
(1438.54, 306.11)
(1221.5, 267.41)
(1326.52, 244.15)
(1748.54, 283.05)
(1336.46, 170.71)
(1702.55, 311.58)
(1020.63, 281.52)
(712.94, 155.78)
(1501.76, 198.69)
(1233.13, 271.43)
(1637.46, 234.98)
(938.2, 200.43)
(1238.23, 286.66)
(468.83, 250.0)
(841.22, 324.77)
(1241.86, 321.61)
(1607.99, 191.2)
(1863.47, 294.6)
(1588.59, 162.65)
(759.17, 317.99)
(1480.63, 310.4)
(1892.23, 259.91)
(709.56, 127.64)
(1888.26, 246.35)
(951.28, 191.09)
(1182.61, 228.15)
(1793.17, 261.91)
(1290.94, 161.15)
(1185.11, 370.43)
(1052.43, 251.04)
(1080.68, 328.33)
(788.61, 116.11)
(688.11, 309.9)
(757.8, 327.34)
(1037.76, 210.85)
(824.56, 118.03)
(1811.82, 205.65)
(913.97, 185.5)
(1025.76, 294.64)
(1360.06, 205.79)
(777.68, 295.75)
(1260.41, 191.13)
(1067.97, 245.56)
(996.18, 204.1)
(1361.42, 256.76)
(1320.54, 251.62)
(1389.98, 257.83)
(808.82, 208.88)
(1385.85, 214.41)
(1279.14, 220.49)
(1690.38, 240.21)
(1163.04, 260.03)
(797.86, 118.02)
(872.2, 313.62)
(680.75, 180.5)
(932.08, 207.12)
(1649.74, 248.3)
(1348.38, 179.57)
(1202.05, 120.68)
(1106.15, 345.39)
(1119.6, 243.51)
(1809.95, 301.78)
(1039.33, 231.96)
(720.52, 248.34)
(1140.62, 346.87)
(1875.46, 281.43)
(1235.12, 327.63)
(1492.94, 194.74)
(1129.74, 158.51)
(1035.06, 350.26)
(662.8, 272.57)
(522.46, 217.29)
(1417.55, 279.65)
(885.59, 203.83)
(1820.32, 266.53)
(1065.98, 318.52)
(1494.49, 300.03)
(1399.74, 271.48)
(676.99, 149.91)
(785.42, 282.53)
(966.18, 240.59)
(1917.63, 227.01)
(1576.91, 292.95)
(1018.57, 289.78)
(1077.76, 317.57)
(1333.94, 293.63)
(573.88, 264.02)
(1783.79, 282.41)
(957.03, 158.64)
(1075.53, 240.53)
(1641.95, 243.23)
(1115.2, 215.24)
(1682.76, 325.54)
(1494.58, 341.01)
(1224.8, 160.93)
(1172.24, 258.9)
(808.84, 268.46)
(1056.78, 295.15)
(1471.33, 250.78)
(741.2, 182.6)
(945.55, 198.02)
(1045.01, 153.01)
(908.67, 318.19)
(1559.65, 243.79)
(1024.65, 205.16)
(734.7, 188.26)
(1191.57, 229.07)
(683.48, 265.43)
(1124.81, 294.37)
(608.99, 279.56)
(1710.71, 219.83)
(1610.0, 283.9)
(1224.06, 236.12)
(680.89, 211.55)
(1618.19, 236.79)
(1526.43, 275.06)
(662.92, 323.5)
(1586.36, 265.09)
(1849.12, 206.04)
(1046.77, 210.52)
(1760.98, 203.18)
(1536.93, 241.48)
(787.71, 309.65)
(1166.86, 172.84)
(1418.52, 288.78)
(1430.8, 168.13)
(742.93, 277.43)
(1343.99, 293.8)
(806.02, 200.4)
(1125.28, 177.3)
(1404.12, 202.22)
(1894.14, 271.4)
(1689.22, 273.44)
(1016.06, 162.06)
(1172.54, 297.25)
(1350.23, 309.56)
(624.91, 163.48)
(645.68, 271.57)
(1151.44, 322.09)
(1205.08, 249.08)
(981.56, 240.0)
(937.3, 159.83)
(1064.45, 254.5)
(785.7, 174.78)
(942.19, 208.81)
(975.66, 150.87)
(617.32, 219.95)
(804.06, 236.63)
(1202.71, 339.81)
(1358.65, 272.94)
(1044.52, 363.56)
(1747.18, 211.7)
(1739.74, 331.37)
(1061.79, 344.46)
(616.74, 255.65)
(1009.64, 189.69)
(1129.76, 331.16)
(439.96, 241.29)
(1147.41, 186.33)
(1795.16, 321.47)
(1043.18, 127.4)
(980.15, 248.98)
(1424.78, 313.42)
(1829.62, 278.55)
(1262.58, 282.22)
(1782.31, 220.35)
(1355.25, 263.73)
(1129.31, 127.73)
(980.6, 196.46)
(902.73, 271.35)
(1133.75, 224.87)
(803.05, 339.21)
(1088.79, 190.94)
(1812.78, 271.22)
(686.61, 273.48)
(1507.37, 217.27)
(1350.4, 326.03)
(1863.11, 233.73)
(1261.75, 125.59)
(1791.94, 337.17)
(1091.75, 348.9)
(1626.61, 223.56)
(1155.39, 188.47)
(1134.74, 203.81)
(1901.21, 320.1)
(960.17, 261.95)
(1371.95, 187.47)
(856.18, 370.88)
(737.07, 210.81)
(1208.82, 280.98)
(1512.97, 303.13)
(1448.01, 327.24)
(991.08, 315.45)
(856.52, 121.69)
(654.36, 270.48)
(733.25, 257.89)
(1230.5, 220.35)
(1017.47, 374.5)
(717.96, 323.4)
(814.38, 247.12)
(935.37, 294.88)
(1912.71, 302.73)
(1604.41, 276.98)
(1612.75, 199.08)
(593.56, 230.12)
(1101.42, 238.02)
(1488.89, 314.49)
(804.39, 124.35)
(1767.55, 341.16)
(1743.34, 323.43)
(760.03, 176.04)
(1815.06, 332.86)
(1300.92, 238.06)
(974.24, 243.57)
(884.76, 231.59)
(1485.85, 297.77)
(1617.38, 227.97)
(950.99, 175.91)
(1452.21, 259.93)
(1482.4, 226.56)
(939.73, 237.91)
(1344.64, 199.73)
(1307.35, 305.98)
(796.22, 333.39)
(1171.71, 239.76)
(843.58, 303.64)
(927.5, 112.95)
(1072.53, 324.79)
(725.28, 365.38)
(1218.21, 155.45)
(907.16, 222.18)
(1392.02, 249.42)
(1049.42, 278.9)
(693.17, 281.44)
(1101.09, 372.69)
(1014.24, 209.37)
(635.73, 237.66)
(1132.49, 181.92)
(923.05, 134.57)
(1675.93, 261.4)
(1896.57, 251.88)
(1458.03, 277.55)
(1875.52, 301.26)
(1590.69, 277.57)
(1273.1, 167.2)
(832.04, 325.11)
(1670.74, 230.09)
(1416.17, 312.21)
(697.08, 323.16)
(1875.54, 234.66)
(1715.33, 185.01)
(953.82, 184.08)
(1106.98, 270.76)
(1180.79, 237.0)
(1148.26, 268.71)
(1919.94, 295.9)
(1834.07, 252.67)
(1752.41, 204.56)
(902.92, 213.68)
(1085.95, 355.58)
(1412.33, 217.94)
(1095.27, 160.26)
(761.89, 203.04)
(1316.8, 231.23)
(1647.89, 236.62)
(1609.5, 292.75)
(1446.29, 253.59)
(1263.38, 330.91)
(1138.77, 233.84)
(1403.26, 217.45)
(1578.7, 200.56)
(1553.38, 226.6)
(419.48, 250.83)
(843.75, 257.93)
(1316.54, 298.47)
(746.84, 145.84)
(1167.5, 279.96)
(565.64, 247.1)
(896.42, 198.79)
(916.49, 314.51)
(1229.17, 296.0)
(981.26, 358.9)
(950.76, 349.05)
(1848.83, 302.18)
(1343.05, 253.05)
(1081.18, 187.02)
(1604.42, 268.29)
(1638.04, 188.02)
(923.17, 308.96)
(715.48, 369.49)
(1449.74, 291.57)
(1883.41, 261.51)
(666.3, 331.56)
(782.82, 100.66)
(1414.0, 226.62)
(1407.38, 210.24)
(736.14, 234.66)
(633.89, 320.13)
(601.7, 216.14)
(913.52, 354.87)
(1102.71, 287.83)
(657.2, 180.44)
(762.78, 217.61)
(848.19, 176.37)
(726.64, 143.15)
(845.87, 358.16)
(1090.51, 199.34)
(1346.08, 302.25)
(1668.92, 266.21)
(1634.54, 226.58)
(1154.85, 211.97)
(1903.33, 257.22)
(1559.73, 212.55)
(740.75, 309.06)
