title,artist,listType,Gross,Tickets_Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank
The Last Witch Hunter,Lionsgate,Action,27367660.0,3246460.0,90.0,2015.0,944.0725771279587,307.68253121083603,13,17.12487258229436
Furious 7,Universal,Action,353007020.0,41875091.0,5.0,2015.0,920.0998694270085,337.1665825858557,25,19.681998501385387
Mission: Impossible—Rogue N...,Paramount Pictures,Action,195042377.0,23136699.0,12.0,2015.0,879.640357192177,356.8650056120659,20,19.088727410866614
Suffragette,Focus Features,Drama,4668603.0,553808.0,169.0,2015.0,855.5490909007087,350.1858673088444,5,15.356370441423797
Secret in Their Eyes,STX Entertainment,Thriller/Suspense,20119034.0,2386599.0,104.0,2015.0,842.8860288963829,356.15636650695177,9,16.817176890114773
The Theory of Everything,Focus Features,Drama,11121187.0,1319239.0,133.0,2015.0,831.522105989907,347.97949325517186,5,16.224362585694227
Hotel Transylvania 2,Sony Pictures,Adventure,168471018.0,19984700.0,16.0,2015.0,807.7241226553203,340.32077344003756,20,18.942274292962995
Selma,Paramount Pictures,Drama,52076908.0,6177569.0,56.0,2015.0,782.0918293105748,316.4883262746935,15,17.768232183902416
A La Mala,Lionsgate,Romantic Comedy,3629842.0,430586.0,177.0,2015.0,771.8227311517958,301.7050376349706,3,15.104699679122943
Joy,20th Century Fox,Drama,28310094.0,3358256.0,88.0,2015.0,755.8317965593607,301.16651107066366,13,17.15872897746406
Phoenix,IFC Films,Drama,3166858.0,375665.0,184.0,2015.0,759.0533641786745,285.4941946472951,3,14.968250487130012
Jurassic World,Universal,Action,652270625.0,77374926.0,2.0,2015.0,738.0174302511682,267.0147605705278,25,20.295970102792015
Max,Warner Bros.,Adventure,42656255.0,5060053.0,67.0,2015.0,744.1974736570844,227.49505582085908,15,17.568684479999717
Shaun the Sheep,Lionsgate,Adventure,19375982.0,2298455.0,106.0,2015.0,763.1464881655206,212.76634748784244,9,16.779544815790267
Get Hard,Warner Bros.,Comedy,90411453.0,10724964.0,31.0,2015.0,783.733867631165,196.88680698008326,17,18.319881509815467
Dilwale,UTV Communications,Romantic Comedy,4704632.0,558082.0,168.0,2015.0,805.640291890507,198.91376928109258,5,15.36405811327744
The Good Dinosaur,Walt Disney,Adventure,114766932.0,13614108.0,25.0,2015.0,809.3811460901285,170.21815295239776,20,18.558413951575233
The DUFF,CBS Films,Comedy,34030343.0,4036814.0,76.0,2015.0,836.7405264564258,151.76647806982217,13,17.342763125768048
Grandma,Sony Pictures Cla...,Comedy,6928220.0,821852.0,151.0,2015.0,853.9634340174264,156.99825168354317,5,15.751113483916527
Spectre,Sony Pictures,Action,197102585.0,23381090.0,11.0,2015.0,873.6958215773656,141.64791353794013,20,19.09923488720691
The Boy Next Door,Universal,Thriller/Suspense,36006065.0,4271182.0,72.0,2015.0,902.4511626460535,157.83835392797988,13,17.399197954452756
True Story,Fox Searchlight,Drama,4719695.0,559869.0,167.0,2015.0,914.6856572382967,171.04127565282442,5,15.367254736829796
Chi-raq,Amazon Studios/Ro...,Drama,2601330.0,308580.0,192.0,2015.0,921.8898795972004,174.51966323954784,3,14.771533410662052
What We Do in the Shadows,Unison/Paladin,Comedy,3469224.0,411533.0,181.0,2015.0,927.5815348231578,172.62096347685937,3,15.059441495789955
Ricki and the Flash,Sony Pictures,Drama,26839498.0,3183808.0,93.0,2015.0,932.3748811203044,161.61988029038946,9,17.105385166465123
Paper Towns,20th Century Fox,Drama,32000304.0,3796003.0,82.0,2015.0,953.6385706227672,152.97581183378387,13,17.281255960718877
Captive,Paramount Pictures,Drama,2583301.0,306441.0,193.0,2015.0,960.1443588908849,170.59342856875213,3,14.76457859645406
The Gunman,Open Road,Thriller/Suspense,10664749.0,1265094.0,134.0,2015.0,966.5649730847779,175.36581930853635,5,16.182454374683306
2015 Oscar Shorts,ShortsHD,Multiple Genres,2412493.0,286179.0,198.0,2015.0,967.4318160468704,183.31871709984932,3,14.696171210636665
Bajirao Mastani,Eros Entertainment,Drama,5848971.0,693828.0,159.0,2015.0,969.6634234300632,191.00115997222267,5,15.581776306300373
Back to the Future,Universal,Adventure,12127168.0,1438572.0,129.0,2015.0,967.3319682167653,202.77249450100004,7,16.31095878292798
We Are Your Friends,Warner Bros.,Drama,3591417.0,426028.0,179.0,2015.0,958.0962388047225,206.60672222343985,3,15.094057390108832
Little Boy,Open Road,Drama,6485961.0,769390.0,155.0,2015.0,963.6116732156145,214.18123698667355,5,15.685150552880351
The Intern,Warner Bros.,Comedy,75574886.0,8964992.0,39.0,2015.0,980.1528203501935,228.68607933232528,17,18.14063459019333
Café Society,Lionsgate,Drama,11103205.0,1283607.0,139.0,2016.0,964.3052854844708,243.9456874098516,5,16.222744363344294
The Man Who Knew Infinity,IFC Films,Drama,3877922.0,448314.0,183.0,2016.0,959.787987672754,250.54826421593702,3,15.17081000112191
When the Bough Breaks,Sony Pictures,Thriller/Suspense,29747603.0,3439029.0,90.0,2016.0,983.8410409862331,258.458499934955,13,17.20825911528129
A Hologram for the King,Roadside Attractions,Drama,4212494.0,486993.0,177.0,2016.0,979.4210265907851,273.83586878479514,3,15.253565429309395
The Young Messiah,Focus Features,Drama,6469813.0,747955.0,161.0,2016.0,981.2679643220059,281.6197509150045,5,15.682657763431882
Jason Bourne,Universal,Action,162192920.0,18750626.0,16.0,2016.0,983.8942632318979,306.4814192829138,20,18.90429704887786
Central Intelligence,Warner Bros.,Comedy,127440871.0,14733049.0,22.0,2016.0,964.8739715203398,341.6698904518525,20,18.663163058131538
Anomalisa,Paramount Pictures,Comedy,3548654.0,410249.0,189.0,2016.0,944.1125843818345,351.56760756667813,3,15.082078934624617
London Has Fallen,Focus Features,Thriller/Suspense,62524260.0,7228238.0,50.0,2016.0,943.6249716241227,371.9598228289737,17,17.951065199392026
Fifty Shades of Black,Open Road,Comedy,11686940.0,1351091.0,137.0,2016.0,922.1695642467848,367.09510348738024,5,16.273982536992644
Alvin and the Chipmunks: Th...,20th Century Fox,Adventure,30311560.0,3504226.0,88.0,2016.0,906.52644206337,375.99974993486796,13,17.227039715871868
Mechanic: Resurrection,Lionsgate,Action,21218403.0,2452994.0,107.0,2016.0,886.4734995273126,385.0484788868023,9,16.87037942912855
Tyler Perry's Boo! A Madea ...,Lionsgate,Comedy,73206343.0,8463161.0,41.0,2016.0,860.7262925054965,388.6652910986471,17,18.10879262818285
13 Hours: The Secret Soldie...,Paramount Pictures,Thriller/Suspense,52853219.0,6110198.0,62.0,2016.0,830.9393872081321,376.97169144730634,15,17.78302917665653
Almost Christmas,Universal,Drama,42002805.0,4855815.0,70.0,2016.0,801.0274941034126,374.674159969429,15,17.55324695973186
Whiskey Tango Foxtrot,Paramount Pictures,Comedy,23083334.0,2668593.0,105.0,2016.0,784.3197063321936,357.44482951836665,9,16.954621443244477
The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,7538507.0,871503.0,157.0,2016.0,782.9289060091519,343.5140838649055,5,15.83553470976737
The Queen of Katwe,Walt Disney,Drama,8857311.0,1023966.0,152.0,2016.0,776.6475350780534,335.7330569901318,5,15.996753777644829
The Accountant,Warner Bros.,Thriller/Suspense,85856696.0,9925630.0,35.0,2016.0,754.7951920990628,333.1884339672534,17,18.268190138771722
Shut In,EuropaCorp,Thriller/Suspense,6897838.0,797437.0,159.0,2016.0,743.5200336974583,314.2974095636185,5,15.746718587135009
Hail  Caesar!,Universal,Comedy,30080225.0,3477482.0,89.0,2016.0,728.8347887737411,303.8885872704655,13,17.21937853707113
Mike and Dave Need Wedding ...,20th Century Fox,Comedy,46009673.0,5319037.0,68.0,2016.0,704.8714743436883,289.4055088157162,15,17.644362214955777
Suicide Squad,Warner Bros.,Action,325100054.0,37583821.0,9.0,2016.0,692.7265259598068,254.4555413085374,22,19.599643551376857
The Brothers Grimsby,Sony Pictures,Comedy,6864016.0,793527.0,160.0,2016.0,717.9189454278812,244.74256023450118,5,15.74180325114955
Popstar: Never Stop Never S...,Universal,Comedy,9496130.0,1097818.0,147.0,2016.0,726.3557564810145,239.3741136012814,5,16.06639490515266
Miracles from Heaven,Sony Pictures,Drama,61705123.0,7133540.0,51.0,2016.0,714.4965567063123,223.2694751171769,15,17.937877516222915
Southside with You,Roadside Attractions,Drama,6304223.0,728811.0,163.0,2016.0,731.2103211294943,212.28539214196363,5,15.656730284259677
Alice Through the Looking G...,Walt Disney,Adventure,77042381.0,8906633.0,38.0,2016.0,744.4407398827241,194.7082473335999,17,18.15986623099941
Jack Reacher: Never Go Back,Paramount Pictures,Action,58574515.0,6771620.0,54.0,2016.0,765.4843048868546,170.60081337813853,15,17.885810262340925
Brooklyn,Fox Searchlight,Drama,18758748.0,2168641.0,115.0,2016.0,784.5480387693576,159.6201917902179,7,16.74717076157542
Inferno,Sony Pictures,Thriller/Suspense,34221651.0,3956260.0,84.0,2016.0,793.0742865830574,141.52867172640407,13,17.348369071903882
Barbershop: The Next Cut,Warner Bros.,Comedy,54030051.0,6246249.0,61.0,2016.0,818.7346017307592,130.32384122698886,15,17.805050949739847
The Boy,STX Entertainment,Horror,35819556.0,4140989.0,79.0,2016.0,845.9571461599976,123.77150768861163,13,17.394004559210135
The Witch,A24,Horror,25138705.0,2906208.0,100.0,2016.0,865.5721446632004,113.8089862347149,9,17.03991924826421
My Big Fat Greek Wedding 2,Universal,Comedy,59689605.0,6900532.0,53.0,2016.0,889.3183615626716,110.32801180745071,15,17.904668442599064
Ratchet and Clank,Focus Features,Adventure,8813410.0,1018891.0,153.0,2016.0,895.4671661456179,129.35935968932023,5,15.991784983182812
10 Cloverfield Lane,Paramount Pictures,Thriller/Suspense,72082999.0,8333294.0,43.0,2016.0,917.3325402966484,131.78946529102697,17,18.093328776947107
Hunt for the Wilderpeople,The Orchard,Comedy,5205471.0,601788.0,167.0,2016.0,919.9529826451196,153.6328460252068,5,15.465220745850786
Mother's Day,Open Road,Romantic Comedy,32492859.0,3756399.0,85.0,2016.0,947.314754366355,123.75658607336177,13,17.29653090008039
Sisters,Universal,Comedy,37921265.0,4383961.0,74.0,2016.0,974.3171526668616,130.88961342665485,13,17.451022594499314
The 5th Wave,Sony Pictures,Action,34912982.0,4036182.0,82.0,2016.0,979.5221569082979,162.8713650442033,13,17.3683692950837
Ben-Hur,Paramount Pictures,Adventure,26410477.0,3053234.0,99.0,2016.0,982.170941254155,184.71132707459935,9,17.089271345450612
The Lobster,A24,Romantic Comedy,9196278.0,1063153.0,150.0,2016.0,978.4272873921752,198.2015107561392,5,16.034309394943293
Ice Age: Collision Course,20th Century Fox,Adventure,64063008.0,7406128.0,48.0,2016.0,1001.4360312024681,202.1714619332826,17,17.97537765702166
Blair Witch,Lionsgate,Horror,20777061.0,2401972.0,109.0,2016.0,1006.1357175636493,227.7431835825288,9,16.84936009956139
Incarnate,High Top Releasing,Horror,4799774.0,554887.0,171.0,2016.0,998.3859565977549,236.90512687920437,3,15.38407939143633
Lion,Weinstein Co.,Drama,5303700.0,613145.0,166.0,2016.0,995.5605933990013,244.38959899119254,5,15.483915248162225
Ghostbusters,Sony Pictures,Comedy,128350574.0,14838216.0,21.0,2016.0,1016.8280050624804,257.5310297023485,20,18.670275937417898
La La Land,Lionsgate,Musical,34268613.0,3961689.0,83.0,2016.0,1012.6340843705761,290.26344527514146,13,17.349740420315086
A Man Called Ove,Music Box Films,Comedy,3336006.0,385665.0,194.0,2016.0,1006.8576595267328,305.18433385536446,3,15.020284841020308
The Magnificent Seven,Sony Pictures,Western,93420253.0,10800029.0,30.0,2016.0,1019.7354718834026,324.24114232127505,20,18.352618721234098
The Choice,Lionsgate,Drama,18730891.0,2165420.0,116.0,2016.0,993.7615625750138,331.6137968798174,7,16.745684644030945
Miss Sloane,EuropaCorp,Drama,3493636.0,403888.0,190.0,2016.0,987.7833405703,339.6300841540082,3,15.066453585657301
Don't Think Twice,Film Arcade,Comedy,4417983.0,510749.0,174.0,2016.0,987.5313931196997,345.6247920269688,3,15.301193815059822
Doctor Strange,Walt Disney,Action,230107790.0,26602056.0,10.0,2016.0,996.950537261168,368.7825061551431,22,19.25405840927825
Arrival,Paramount Pictures,Drama,92191690.0,10657998.0,31.0,2016.0,968.3505727310267,395.297445884938,17,18.339380554313014
The Secret Life of Pets,Universal,Adventure,368384330.0,42587783.0,4.0,2016.0,929.6260539273276,411.55818521074843,25,19.724637326153044
Everybody Wants Some,Paramount Pictures,Comedy,3400278.0,393095.0,192.0,2016.0,927.3952055442229,383.64719605787894,3,15.03936775094972
Morgan,20th Century Fox,Thriller/Suspense,3915251.0,452630.0,181.0,2016.0,924.6590023430562,378.3074215268781,3,15.18038999774018
Jackie,Fox Searchlight,Drama,6469725.0,747945.0,162.0,2016.0,905.3299288084678,393.9599380193743,5,15.682644161709781
Zoolander 2,Paramount Pictures,Comedy,28848693.0,3335109.0,92.0,2016.0,893.5873664978133,401.5830758497167,9,17.177575246599265
Batman v Superman: Dawn of ...,Warner Bros.,Action,330360194.0,38191930.0,8.0,2016.0,873.7681704391754,425.4200107950755,22,19.615694114144784
Dirty Grandpa,Lionsgate,Comedy,35593113.0,4114810.0,80.0,2016.0,841.5529299803242,411.73869937480595,13,17.387662722051235
Manchester-by-the Sea,Roadside Attractions,Drama,28470697.0,3291410.0,93.0,2016.0,823.155805012415,399.67446326491745,9,17.164385940865326
Lights Out,Warner Bros.,Horror,67268835.0,7776744.0,44.0,2016.0,798.0780740223647,406.5379469569406,17,18.024207611582167
The Edge of Seventeen,STX Entertainment,Drama,14406786.0,1665524.0,130.0,2016.0,783.2650624082685,387.6547616610047,7,16.48320990354282
Miss Peregrine's Home for P...,20th Century Fox,Adventure,86945137.0,10051461.0,34.0,2016.0,763.8765441699155,373.50960840905805,17,18.280787868505847
Criminal,Lionsgate,Action,14708696.0,1700427.0,128.0,2016.0,747.4302867510582,356.03046034879264,7,16.503949441469437
Me Before You,Warner Bros.,Drama,56245075.0,6502321.0,56.0,2016.0,726.7340866699078,348.5694079966785,15,17.845229039660037
Denial,Bleecker Street,Drama,4073448.0,470918.0,179.0,2016.0,734.8076857339008,332.48161765263524,3,15.220000373216225
X-Men: Apocalypse,20th Century Fox,Action,155442489.0,17970229.0,18.0,2016.0,701.5643871522842,324.2489181539031,20,18.861786375514626
Triple 9,Open Road,Thriller/Suspense,12639297.0,1461190.0,134.0,2016.0,689.5871818120974,302.3047491735339,5,16.35232132804769
Teenage Mutant Ninja Turtle...,Paramount Pictures,Adventure,82051601.0,9485734.0,36.0,2016.0,672.859202521625,288.0157775920124,17,18.222858887802392
Hillary's America: The Secr...,Quality Flix,Documentary,13099931.0,1514442.0,133.0,2016.0,668.5345389587721,266.4450269080855,5,16.388117520981936
Daddy's Home,Paramount Pictures,Comedy,56467276.0,6528008.0,55.0,2016.0,655.8932810854179,250.94668508131707,15,17.84917184248305
Where to Invade Next,Drafthouse Films,Documentary,3827261.0,442457.0,184.0,2016.0,671.2807609311467,241.60722770964443,3,15.157659961716528
Dangal,UTV Communications,Action,9225794.0,1066565.0,149.0,2016.0,674.6853478482791,234.3678363040295,5,16.03751381464772
The Legend of Tarzan,Warner Bros.,Adventure,126643061.0,14640816.0,23.0,2016.0,681.9322212089014,210.44122295205045,20,18.656883144123
Ride Along 2,Universal,Comedy,90862685.0,10504356.0,32.0,2016.0,711.1597329251701,187.75306395059386,17,18.324859968816426
Kung Fu Panda 3,20th Century Fox,Adventure,143528619.0,16592903.0,20.0,2016.0,732.9029279325596,157.8159052532386,20,18.782045008819395
Kidnap,Aviron Pictures,Thriller/Suspense,30718107.0,3424538.0,83.0,2017.0,1182.5294341272734,246.66157738731803,13,17.240362843251336
Norman: The Moderate Rise a...,Sony Pictures Cla...,Drama,3814868.0,425291.0,174.0,2017.0,1170.7154806389012,235.87128068265878,3,15.15441662183997
Get Out,Universal,Horror,175484140.0,19563449.0,15.0,2017.0,1177.223719640432,213.81129824615275,20,18.983059226416177
American Assassin,Lionsgate,Thriller/Suspense,36249674.0,4041212.0,73.0,2017.0,1204.3766319578517,232.56548051791583,13,17.40594094612107
Fences,Paramount Pictures,Drama,27939289.0,3114747.0,89.0,2017.0,1205.6606110256712,258.5337572754021,13,17.14554446408204
The Greatest Showman,20th Century Fox,Musical,49036718.0,5466747.0,55.0,2017.0,1182.7711577022342,274.6605339699,15,17.708079922393438
Everything Everything,Warner Bros.,Drama,34121140.0,3803918.0,75.0,2017.0,1157.1246281604413,285.89688224066623,13,17.345427691518463
The Emoji Movie,Sony Pictures,Adventure,86089513.0,9597493.0,38.0,2017.0,1127.788119127975,292.1713732788319,17,18.27089816174742
The Boss Baby,20th Century Fox,Adventure,175003033.0,19509814.0,16.0,2017.0,1096.5905106500759,272.2789318685947,20,18.980313863166174
All Eyez on Me,Lionsgate,Drama,44922302.0,5008060.0,62.0,2017.0,1095.5149377859245,237.29546230061302,15,17.62044493318218
Cars 3,Walt Disney,Adventure,152901115.0,17045832.0,21.0,2017.0,1110.741030233384,205.78092424622577,20,18.845301963220642
Silence,Paramount Pictures,Drama,6789497.0,756911.0,151.0,2017.0,1134.9652635580553,211.96044848615568,5,15.730887417262137
Stronger,Roadside Attractions,Drama,4211129.0,469468.0,170.0,2017.0,1144.964473513829,212.0861475726854,5,15.25324134072852
Phoenix Forgotten,Entertainment Stu...,Horror,3600146.0,401354.0,180.0,2017.0,1151.9025505185903,216.0689967382959,3,15.09648495815954
Girls Trip,Universal,Comedy,115108515.0,12832610.0,27.0,2017.0,1147.3590744048138,187.20109409528865,20,18.561385850104354
Loving Vincent,Good Deed Enterta...,Drama,6269689.0,698961.0,155.0,2017.0,1172.270223579197,189.30695420736384,5,15.651237310103003
A Monster Calls,Focus Features,Drama,3740823.0,417037.0,176.0,2017.0,1180.0910238054664,190.9907249223912,3,15.134816198658436
Just Getting Started,Broad Green Pictures,Comedy,6036997.0,673020.0,158.0,2017.0,1188.085271542664,191.29404507719102,5,15.613417260842876
Wish Upon,Broad Green Pictures,Horror,14301505.0,1594370.0,121.0,2017.0,1198.5219382529292,197.21654353467017,7,16.47587533444754
Born in China,Walt Disney,Documentary,13873211.0,1546623.0,123.0,2017.0,1203.9692773563456,210.11330656623704,7,16.445470272346753
Going in Style,Warner Bros.,Comedy,45018541.0,5018789.0,61.0,2017.0,1225.572974515887,214.27026086461785,15,17.622584985098968
2017 Oscar Shorts,ShortsHD,Multiple Genres,2835355.0,316093.0,188.0,2017.0,1220.340647307311,231.49300025132385,3,14.857677707763116
Despicable Me 3,Universal,Adventure,264624300.0,29501036.0,8.0,2017.0,1239.2374225898557,248.65460117868832,22,19.39382164216309
Father Figures,Warner Bros.,Comedy,12885287.0,1436487.0,125.0,2017.0,1221.0822237492953,271.26850741046775,7,16.371596675782513
CHiPS,Warner Bros.,Action,18600152.0,2073596.0,107.0,2017.0,1207.9535864238505,280.41393697812265,9,16.73868031069305
It Comes at Night,A24,Horror,13985117.0,1559098.0,122.0,2017.0,1196.645895881721,291.73366023460886,7,16.453504250689743
Murder on the Orient Express,20th Century Fox,Drama,100619624.0,11217349.0,34.0,2017.0,1178.272846110056,307.174872689851,17,18.426857866188822
Night of the Living Dead,Walter Reade Orga...,Horror,12087064.0,1347498.0,130.0,2017.0,1154.318267528904,305.69901192425726,7,16.307646347772558
The Mountain Between Us,20th Century Fox,Adventure,30348555.0,3383339.0,85.0,2017.0,1139.9393469263903,319.600329930353,13,17.228259463133696
Wonder,Lionsgate,Drama,121559294.0,13551761.0,25.0,2017.0,1107.0994189732373,322.8467328677161,20,18.615912718164477
Guardians of the Galaxy Vol 2,Walt Disney,Action,389813101.0,43457424.0,4.0,2017.0,1065.7632712971554,305.0612642120651,25,19.781177954016304
Wolf Warrior 2,The H Collective,Action,2721100.0,303355.0,190.0,2017.0,1074.4300402862377,278.4363301221959,3,14.81654676828449
Office Christmas Party,Paramount Pictures,Comedy,3630209.0,404705.0,177.0,2017.0,1073.591527556545,272.4952110018497,3,15.104800780341188
The Space Between Us,STX Entertainment,Drama,7885294.0,879074.0,144.0,2017.0,1072.8209635688859,264.5324080317315,5,15.88051006367022
All Saints,Sony Pictures,Drama,5802208.0,646846.0,159.0,2017.0,1077.7585322442806,255.8364080561243,5,15.5737490927279
Ingrid Goes West,Neon,Black Comedy,3021133.0,336804.0,187.0,2017.0,1084.991368519375,252.41791724617934,3,14.921142484556963
Birth of the Dragon,BH Tilt,Action,6901965.0,769449.0,150.0,2017.0,1077.4328581197462,245.84171264482694,5,15.747316711633314
Your Name,FUNimation,Drama,5000181.0,557433.0,166.0,2017.0,1075.555682421061,236.01948217531208,5,15.42498466974317
The Hitman's Bodyguard,Lionsgate,Action,75468583.0,8413442.0,41.0,2017.0,1073.4485148114074,214.12062730422747,17,18.139227008412334
Monster Trucks,Paramount Pictures,Adventure,33370166.0,3720196.0,78.0,2017.0,1084.2328343583338,186.126012609437,13,17.3231728252432
Daddy's Home 2,Paramount Pictures,Comedy,101791381.0,11347980.0,33.0,2017.0,1108.7482972442547,168.83462517265096,17,18.43843599248454
Before I Fall,Open Road,Drama,12241072.0,1364668.0,129.0,2017.0,1132.3942874586967,164.72766196627634,7,16.320307412912747
Is Genesis History?,Fathom Events,Documentary,2570355.0,286550.0,195.0,2017.0,1142.3942751703817,164.7433388966544,3,14.759554579627736
Wonder Woman,Warner Bros.,Action,412563408.0,45993691.0,3.0,2017.0,1161.8359152679793,144.5933356630198,25,19.837900468289497
Sleight,High Top Releasing,Action,3930990.0,438237.0,172.0,2017.0,1164.977704912235,172.41651229386565,3,15.184401860518799
Lion,Weinstein Co.,Drama,46435795.0,5176789.0,57.0,2017.0,1191.3734301152228,171.56619640578975,15,17.65358116375205
Why Him?,20th Century Fox,Comedy,29689870.0,3309907.0,87.0,2017.0,1215.2302067800297,186.22410236692656,13,17.206316468151712
Patriots Day,Lionsgate,Thriller/Suspense,31257572.0,3484679.0,82.0,2017.0,1240.8262159461285,190.78965981032695,13,17.25777220879581
Home Again,Open Road,Romantic Comedy,27020284.0,3012294.0,92.0,2017.0,1249.358352250096,211.0677921230061,9,17.11209840117388
The Foreigner,STX Entertainment,Action,34393507.0,3834281.0,74.0,2017.0,1265.72181374121,225.77279562619597,13,17.353378354528104
Dangal,UTV Communications,Action,3165967.0,352950.0,185.0,2017.0,1263.2140770939202,241.57505043074332,3,14.967969096121772
The Snowman,Universal,Thriller/Suspense,6670765.0,743675.0,153.0,2017.0,1266.2354305355107,248.98257521173386,5,15.71324510396878
I Am Not Your Negro,Magnolia Pictures,Documentary,7123919.0,794193.0,148.0,2017.0,1264.264344469708,258.7863918012667,5,15.778968553310206
Tiger Zinda Hai,Yash Raj Films,Action,4572231.0,509724.0,168.0,2017.0,1258.8602101350643,267.20038800361453,5,15.33551182755488
Close Encounters of the Thi...,Columbia,Adventure,3100479.0,345650.0,186.0,2017.0,1251.5366447932133,270.4199206845544,3,14.94706717364802
A Dog's Purpose,Universal,Drama,64321890.0,7170779.0,45.0,2017.0,1241.297522485313,287.60015276575325,17,17.979410566731634
Hazlo Como Hombre,Lionsgate,Comedy,2534252.0,282525.0,196.0,2017.0,1222.3534932884254,281.1873719502666,3,14.745409082432458
Passengers,Sony Pictures,Thriller/Suspense,44634490.0,4975974.0,64.0,2017.0,1214.3279790719014,304.82350110665686,15,17.614017436519344
Alien: Covenant,20th Century Fox,Horror,74262031.0,8278933.0,42.0,2017.0,1199.9175997838352,333.3951823448002,17,18.12311035619108
Ghost in the Shell,Paramount Pictures,Action,40563557.0,4522135.0,67.0,2017.0,1168.1877006415884,337.5440979167126,15,17.518380610640683
47 Meters Down,Entertainment Stu...,Thriller/Suspense,44307193.0,4939486.0,65.0,2017.0,1139.9233717207424,347.60032537308126,15,17.60665759203791
Beatriz at Dinner,Roadside Attractions,Drama,7115854.0,793294.0,149.0,2017.0,1120.2281670726575,344.1219760706026,5,15.77783581041292
Live by Night,Warner Bros.,Drama,10283585.0,1146442.0,135.0,2017.0,1110.8397088245938,347.56535402318997,5,16.146059492605794
Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,169002557.0,18840865.0,18.0,2017.0,1088.1571136737189,358.07724620402496,20,18.9454244029504
20th Century Women,A24,Drama,5486187.0,611615.0,163.0,2017.0,1084.4168238223622,333.3586250485511,5,15.517744036665059
The Mummy,Universal,Adventure,80101125.0,8929891.0,40.0,2017.0,1053.462960420129,345.2197297246878,17,18.198800456883777
The Shape of Water,Fox Searchlight,Drama,15670177.0,1746954.0,118.0,2017.0,1040.6671581582766,324.91535964148716,7,16.56726990973746
La La Land,Lionsgate,Musical,116833190.0,13024881.0,26.0,2017.0,1050.7910208938142,438.6413571394557,20,18.576257748951228
All the Money in the World,Sony Pictures,Thriller/Suspense,12712380.0,1417211.0,127.0,2017.0,1039.3356210109716,287.01744808711027,7,16.358086879766375
The Great Wall,Universal,Action,45157105.0,5034236.0,59.0,2017.0,1050.527055237804,268.0767036469757,15,17.625658189787885
A Bad Moms Christmas,STX Entertainment,Comedy,71891988.0,8014714.0,44.0,2017.0,1047.602221493739,236.21065043090297,17,18.090675383937008
The Fate of the Furious,Universal,Action,225764765.0,25168870.0,10.0,2017.0,1037.7207603580737,198.48325023125582,22,19.235004152330802
Gifted,Fox Searchlight,Drama,24801212.0,2764907.0,95.0,2017.0,1062.9663099565541,180.49263530372565,9,17.026403080908807
Doctor Strange,Walt Disney,Action,2534130.0,282511.0,197.0,2017.0,1073.3195877224275,174.4255404880276,3,14.745360940836175
The Lego Batman Movie,Warner Bros.,Adventure,175750384.0,19593131.0,14.0,2017.0,1076.0157463077653,151.58411476889376,20,18.984575273574425
Moonlight,A24,Drama,15245163.0,1699572.0,119.0,2017.0,1102.3664867398434,145.6986684237766,7,16.53977283037751
Table 19,Fox Searchlight,Comedy,3614896.0,402998.0,178.0,2017.0,1111.7824462878834,149.06611638769084,3,15.100573644143186
Transformers: The Last Knight,Paramount Pictures,Action,130168683.0,14511558.0,24.0,2017.0,1120.8492951625183,126.01654981802963,20,18.684341728852857
The Zookeeper's Wife,Focus Features,Drama,17445186.0,1944836.0,113.0,2017.0,1146.1844466583048,116.68219934863137,7,16.674574294626996
Downsizing,Paramount Pictures,Comedy,17160674.0,1913119.0,115.0,2017.0,1159.5977213193348,112.67170525590788,7,16.65813092864203
Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,30349111.0,3331406.0,97.0,2018.0,1175.576597729571,113.4935985983803,9,17.228277783442753
Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,235506359.0,25851411.0,7.0,2018.0,1204.451997052382,124.77239791161395,22,19.277248473179338
The Equalizer 2,Sony Pictures,Action,102084362.0,11205747.0,32.0,2018.0,1225.0628314897697,157.88121099506031,17,18.441310107839026
Alpha,Sony Pictures,Adventure,35851379.0,3935387.0,83.0,2018.0,1253.3108346033193,167.9832068422628,13,17.39489259009996
Midnight Sun,Global Road,Drama,9561064.0,1049513.0,144.0,2018.0,1257.9892194915951,185.36459674172573,5,16.073209575905654
12 Strong,Warner Bros.,Drama,45819713.0,5029606.0,67.0,2018.0,1272.8893625504145,198.7057262601255,15,17.640224971329676
The Strangers: Prey at Night,Aviron Pictures,Horror,24431472.0,2681830.0,107.0,2018.0,1286.480258732945,218.48671564275432,9,17.011382695205064
Beirut,Bleecker Street,Action,5019226.0,550957.0,175.0,2018.0,1281.323184102615,229.32205510477417,3,15.428786296513518
Maze Runner: The Death Cure,20th Century Fox,Action,58032443.0,6370191.0,53.0,2018.0,1286.1019901400982,246.6761039941865,15,17.87651277419501
2018 Oscar Shorts,ShortsHD,Multiple Genres,3508777.0,385156.0,189.0,2018.0,1272.2396300777207,258.1580451846387,3,15.070778101676717
Second Act,STX Entertainment,Comedy,32792366.0,3599601.0,87.0,2018.0,1275.6068153652475,273.799722308255,13,17.305706302362868
