Movie,Distributor,Genre,Gross,Tickets Sold,rank,releaseYear,radius,x,y
CHiPS,Warner Bros.,Action,18600152.0,2073596.0,107.0,2017.0,9,663.8849527932041,581.745787286183
Patriots Day,Lionsgate,Thriller/Suspense,31257572.0,3484679.0,82.0,2017.0,13,623.3345753680771,570.8065509929238
Everything Everything,Warner Bros.,Drama,34121140.0,3803918.0,75.0,2017.0,13,585.4191709488466,558.0620577614848
,,,,,,,50,994.9254366955863,260.77002257102015
Breaking In,Universal,Thriller/Suspense,46840590.0,5141667.0,65.0,2018.0,15,1031.9254366955863,260.77002257102015
A Simple Favor,Lionsgate,Thriller/Suspense,53548586.0,5878001.0,56.0,2018.0,15,1010.3038150739646,227.11730383313176
Blindspotting,Lionsgate,Drama,4333394.0,475674.0,181.0,2018.0,3,1009.8984096685592,300.01043643670994
Searching,Sony Pictures,Thriller/Suspense,26015149.0,2855669.0,105.0,2018.0,9,965.0759925109872,285.87003615409435
Blockers,Universal,Comedy,60311495.0,6620362.0,50.0,2018.0,17,961.9510257933878,243.9864524605528
Green Book,Universal,Comedy,32153006.0,3529418.0,89.0,2018.0,13,976.0046547796462,206.53654575417244
The Miracle Season,LD Entertainment,Drama,10230620.0,1123009.0,142.0,2018.0,5,1013.8951569627989,182.26084093827677
My Hero Academia: Two Heroes,FUNimation,Adventure,5427591.0,595783.0,172.0,2018.0,3,1053.1196411635397,213.26793430714713
White Boy Rick,Sony Pictures,Drama,24004833.0,2634998.0,108.0,2018.0,9,1073.6022811001578,255.56996098704568
Insidious: The Last Key,Universal,Horror,67745330.0,7436370.0,47.0,2018.0,17,1055.1813888449024,293.31477160413937
Crazy Rich Asians,Warner Bros.,Romantic Comedy,174519335.0,19156897.0,17.0,2018.0,20,1042.3389798585702,331.19712279077737
Three Identical Strangers,Neon,Documentary,12320845.0,1352452.0,135.0,2018.0,5,1001.1111331523442,349.2322179102363
The Old Man and the Gun,Fox Searchlight,Comedy,11198543.0,1229258.0,139.0,2018.0,5,954.3151344196555,331.62158184534087
Widows,20th Century Fox,Thriller/Suspense,41904173.0,4599799.0,74.0,2018.0,13,924.7702913034489,297.6789501671881
The Predator,20th Century Fox,Action,51024708.0,5600956.0,58.0,2018.0,15,924.3683144968297,257.6809700350997
Show Dogs,Global Road,Comedy,17744685.0,1947824.0,118.0,2018.0,7,930.5153951801835,216.13324568018055
Forever My Girl,Roadside Attractions,Drama,16376066.0,1797592.0,124.0,2018.0,7,947.6095193782611,175.58955421158458
The Fog,Avco Embassy,Horror,21445318.0,2354041.0,112.0,2018.0,7,981.8143459700582,147.91231016841638
They Shall Not Grow Old,Warner Bros.,Documentary,5703839.0,626107.0,171.0,2018.0,3,1026.6845184192211,133.9241857629651
The Disaster Artist,A24,Comedy,3258821.0,357719.0,195.0,2018.0,3,1065.9090026199617,164.93127913183545
Robin Hood,Lionsgate,Action,30645013.0,3363887.0,94.0,2018.0,9,1097.9898136127026,199.2798099016958
12 Strong,Warner Bros.,Drama,45819713.0,5029606.0,67.0,2018.0,15,1112.122359010543,238.83067791464813
Operation Finale,MGM,Drama,17612099.0,1933271.0,119.0,2018.0,7,1109.6784027032052,280.7595114014961
The Strangers: Prey at Night,Aviron Pictures,Horror,24431472.0,2681830.0,107.0,2018.0,9,1088.2604491137995,319.1947981058004
Hostiles,Entertainment Stu...,Western,29733369.0,3263816.0,100.0,2018.0,9,1072.606110265312,360.315859317991
Sanju,20th Century Fox,Drama,7909317.0,868202.0,152.0,2018.0,5,1033.9010987264085,386.9789814490045
Rampage,Warner Bros.,Action,101028233.0,11089817.0,33.0,2018.0,17,989.259024615048,392.6433630600725
The Girl in the Spider's Web,Sony Pictures,Thriller/Suspense,14828555.0,1627722.0,128.0,2018.0,7,949.7482267613143,378.3991764226616
Red Sparrow,20th Century Fox,Thriller/Suspense,46874505.0,5145390.0,64.0,2018.0,15,915.403387706518,354.2241473575263
Unsane,Bleecker Street,Thriller/Suspense,7690044.0,844132.0,153.0,2018.0,5,885.8585445903115,320.2815156793735
Tully,Focus Features,Comedy,9369755.0,1028513.0,145.0,2018.0,5,881.2316307181684,270.4960592887792
Ferdinand,20th Century Fox,Adventure,30863663.0,3387888.0,93.0,2018.0,9,887.202152910524,223.8768265114094
Ralph Breaks The Internet,Walt Disney,Adventure,187152693.0,20543654.0,16.0,2018.0,20,902.5623474533929,184.78636189911276
Mortal Engines,Universal,Action,14894175.0,1634925.0,127.0,2018.0,7,915.9910315043328,144.991004824951
Action Point,Paramount Pictures,Comedy,5059608.0,555391.0,174.0,2018.0,3,950.3889427578547,112.96314661690295
Fifty Shades Freed,Universal,Drama,100407760.0,11021708.0,35.0,2018.0,17,994.2180148909162,102.76449788509052
The Hurricane Heist,Entertainment Stu...,Thriller/Suspense,6115824.0,671330.0,164.0,2018.0,5,1035.4308437271366,84.69511108541181
Winchester,CBS Films,Horror,25091816.0,2754316.0,106.0,2018.0,9,1070.2435297488182,116.27163546596731
First Reformed,A24,Thriller/Suspense,3448256.0,378513.0,192.0,2018.0,3,1109.9965375078823,141.3454938469144
Alpha,Sony Pictures,Adventure,35851379.0,3935387.0,83.0,2018.0,13,1134.7340054820493,178.9361533014525
Paddington 2,Warner Bros.,Adventure,40891591.0,4488649.0,77.0,2018.0,13,1145.8685219043057,217.35519212392308
Fahrenheit 11/9,Briarcliff Entert...,Documentary,6352306.0,697289.0,162.0,2018.0,5,1152.6994878313817,261.8337027161532
Hell Fest,CBS Films,Horror,11107431.0,1219257.0,140.0,2018.0,5,1145.4045703790405,311.29868203853374
Gosnell: The Trial of Ameri...,GVN Releasing,Drama,3679893.0,403939.0,187.0,2018.0,3,1119.6638288734644,354.16375204597813
If Beale Street Could Talk,Annapurna Pictures,Drama,4409248.0,484000.0,180.0,2018.0,3,1098.5672897351692,399.49515436695617
Can You Ever Forgive Me?,Fox Searchlight,Drama,7543969.0,828098.0,155.0,2018.0,5,1059.085134394574,430.1734758604982
Mission: Impossible鈥擣allout,Paramount Pictures,Action,220159104.0,24166751.0,8.0,2018.0,22,1014.169316743945,427.42223527206545
Peppermint,STX Entertainment,Action,35418723.0,3887894.0,84.0,2018.0,13,974.2350604820365,429.7146525133675
A Star is Born,Warner Bros.,Drama,201157885.0,22080997.0,12.0,2018.0,20,935.9664481917679,418.0736339420781
Samson,Pure Flix Enterta...,Drama,4719928.0,518104.0,177.0,2018.0,3,897.1276781895358,395.3458987994443
Pacific Rim: Uprising,Universal,Action,59874525.0,6572396.0,51.0,2018.0,15,867.5828350733292,361.4032671212915
Colette,Bleecker Street,Drama,5126985.0,562786.0,173.0,2018.0,3,836.5862535206348,328.78100582555714
Solo: A Star Wars Story,Walt Disney,Adventure,213767512.0,23465149.0,10.0,2018.0,22,838.2468087046816,283.8116545240236
Welcome to Marwen,Universal,Drama,8357895.0,917441.0,148.0,2018.0,5,842.3959639762027,239.0033460251212
Life Itself,Amazon Studios,Drama,4095431.0,449553.0,185.0,2018.0,3,854.1966440426037,190.41585843859903
Sherlock Gnomes,Paramount Pictures,Adventure,43242871.0,4746748.0,72.0,2018.0,13,874.3104773873567,150.16124742098395
Won't You Be My Neighbor?,Focus Features,Documentary,22835787.0,2506673.0,110.0,2018.0,9,888.5047899089368,110.63250481462575
The Wife,Sony Pictures Cla...,Drama,8206930.0,900870.0,150.0,2018.0,5,918.5022578422886,74.45030038223203
Love  Simon,20th Century Fox,Drama,40826341.0,4481486.0,78.0,2018.0,13,963.2659754200008,69.84491346875524
Disobedience,Bleecker Street,Drama,3480702.0,382074.0,190.0,2018.0,3,1002.2210794091752,47.31715563108736
Dog Days,LD Entertainment,Romantic Comedy,6809080.0,747429.0,158.0,2018.0,5,1051.196220533124,37.24563380520107
Juliet Naked,Roadside Attractions,Romantic Comedy,3444895.0,378144.0,193.0,2018.0,3,1086.8477145715517,72.30231609015138
Maze Runner: The Death Cure,20th Century Fox,Action,58032443.0,6370191.0,53.0,2018.0,15,1123.494562808424,98.41760881881251
Jurassic World: Fallen Kingdom,Universal,Action,417719760.0,45852883.0,4.0,2018.0,25,1152.3442983623713,126.12487787347227
All the Money in the World,Sony Pictures,Thriller/Suspense,12393945.0,1360476.0,134.0,2018.0,5,1177.0817663365385,163.71553732801036
Beirut,Bleecker Street,Action,5019226.0,550957.0,175.0,2018.0,3,1190.533229578221,211.87213746400067
Black Panther,Walt Disney,Action,700059566.0,76845177.0,1.0,2018.0,25,1197.364195505297,256.3506480562308
Leave No Trace,Bleecker Street,Drama,6046104.0,663677.0,166.0,2018.0,5,1194.3847943147316,301.2519082673391
Vice,Annapurna Pictures,Black Comedy,29727497.0,3263172.0,101.0,2018.0,9,1177.8918132955187,345.26306113908163
Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,235506359.0,25851411.0,7.0,2018.0,22,1155.798830962904,380.98280542219163
Bumblebee,Paramount Pictures,Adventure,71426119.0,7840408.0,41.0,2018.0,17,1139.754067704711,417.62384214317615
Smallfoot,Warner Bros.,Adventure,82976621.0,9108301.0,38.0,2018.0,17,1109.0473748288114,443.2577847315722
The Greatest Showman,20th Century Fox,Musical,125303456.0,13754496.0,26.0,2018.0,20,1079.535170274475,470.25833625080975
God's Not Dead: A Light in ...,Pure Flix Enterta...,Drama,5728940.0,628862.0,169.0,2018.0,5,1034.6755728445842,473.81031012854805
Free Solo,Greenwich,Documentary,11447188.0,1256551.0,138.0,2018.0,5,984.6766214468103,473.48649054444536
Sicario: Day of the Soldado,Sony Pictures,Action,50065850.0,5495702.0,60.0,2018.0,15,942.6048099478154,457.5189397869546
Star Wars Ep. VIII: The Las...,Walt Disney,Adventure,102963014.0,11302196.0,31.0,2018.0,17,905.1249921480819,443.54527678476467
Johnny English Strikes Again,Focus Features,Comedy,4412170.0,484322.0,179.0,2018.0,3,861.9458685910652,430.87391976004614
Tag,Warner Bros.,Comedy,54730625.0,6007752.0,55.0,2018.0,15,840.8269011077066,391.1374225259309
Spider-Man: Into The Spider...,Sony Pictures,Adventure,133978231.0,14706721.0,25.0,2018.0,20,810.2916954223354,365.29944246261965
Wonder,Lionsgate,Drama,10863515.0,1192482.0,141.0,2018.0,5,786.6169020534127,327.0306018878281
The 15:17 to Paris,Warner Bros.,Drama,36276286.0,3982029.0,81.0,2018.0,13,798.2476027688219,283.55961385133895
Proud Mary,Sony Pictures,Action,20868638.0,2290739.0,113.0,2018.0,7,795.4706277533999,241.65151905136364
7 Days in Entebbe,Focus Features,Thriller/Suspense,3189220.0,350079.0,198.0,2018.0,3,804.4577209246515,195.5187524279403
Gotti,Vertical Entertai...,Drama,4286367.0,470512.0,182.0,2018.0,3,824.9079466560391,149.8921344562421
The Favourite,Fox Searchlight,Black Comedy,15888465.0,1744069.0,125.0,2018.0,7,844.6363029558376,107.2331148037911
Phantom Thread,Focus Features,Drama,20670365.0,2268975.0,115.0,2018.0,7,869.5145045391411,70.94158568223827
Creed II,MGM,Drama,112448520.0,12343416.0,30.0,2018.0,20,893.9184095885228,36.75899627855557
Ant-Man and the Wasp,Walt Disney,Action,216648740.0,23781420.0,9.0,2018.0,22,933.6430912249085,32.0739489054975
Ready Player One,Warner Bros.,Adventure,137690172.0,15114179.0,24.0,2018.0,20,970.1574838150023,15.743023219042641
Tomb Raider,Warner Bros.,Action,58250803.0,6394161.0,52.0,2018.0,15,1007.9661925618175,2.6853992813386185
The Hate U Give,20th Century Fox,Drama,29668644.0,3256712.0,102.0,2018.0,9,1048.1129343886514,-9.65312253813181
Hotel Transylvania 3: Summe...,Sony Pictures,Adventure,167500092.0,18386398.0,18.0,2018.0,20,1085.9250981949072,8.629116610530218
Fantastic Beasts: The Crime...,Warner Bros.,Adventure,156781859.0,17209864.0,20.0,2018.0,20,1114.3990137108763,36.72246342413467
Avengers: Infinity War,Walt Disney,Action,678815482.0,74513225.0,2.0,2018.0,25,1143.7337067086967,63.91576750296309
The Commuter,Lionsgate,Action,36343858.0,3989447.0,80.0,2018.0,13,1172.583442262644,91.62303655762287
Halloween,Universal,Horror,159341510.0,17490835.0,19.0,2018.0,20,1196.9544963542394,123.34135496299439
Den of Thieves,STX Entertainment,Action,44947622.0,4933877.0,68.0,2018.0,15,1221.2523871722904,155.11575506424066
Pitch Perfect 3,Universal,Comedy,41596925.0,4566072.0,75.0,2018.0,13,1231.711500343902,193.7241343576456
A Wrinkle in Time,Walt Disney,Adventure,100478608.0,11029484.0,34.0,2018.0,17,1230.3333575218844,233.7003863375664
Coco,Walt Disney,Musical,29891816.0,3281209.0,98.0,2018.0,9,1234.7619730274,275.46624996690264
Mary Queen of Scots,Focus Features,Drama,9906230.0,1087401.0,143.0,2018.0,5,1239.786409950115,322.196914777171
Pandas,IMAX Films,Documentary,5757906.0,632042.0,168.0,2018.0,5,1219.1652198255,367.74651980119376
Slender Man,Sony Pictures,Horror,30564825.0,3355085.0,96.0,2018.0,9,1190.3431948549537,404.87185988848745
BlacKkKlansman,Focus Features,Black Comedy,48527565.0,5326846.0,62.0,2018.0,15,1171.2503035802329,442.28123709222723
Kin,Lionsgate,Action,5718096.0,627672.0,170.0,2018.0,5,1140.6592985563677,475.2841219908214
Death Wish,MGM,Action,34017028.0,3734031.0,85.0,2018.0,13,1104.2407205500908,501.71681341641664
Father Figures,Warner Bros.,Comedy,4615957.0,506691.0,178.0,2018.0,3,1061.5573498995648,515.96917707687
Hotel Artemis,Global Road,Thriller/Suspense,6708137.0,736348.0,160.0,2018.0,5,1011.6058116000596,518.170045431192
Darkest Hour,Focus Features,Drama,38310263.0,4205297.0,79.0,2018.0,13,966.7355563379523,514.755342997109
Annihilation,Paramount Pictures,Thriller/Suspense,32732301.0,3593008.0,88.0,2018.0,13,931.4424589496002,495.9299007251119
Molly's Game,STX Entertainment,Drama,23403264.0,2568964.0,109.0,2018.0,9,891.4050302216448,483.241153708409
Paul Apostle of Christ,Sony Pictures,Drama,17547999.0,1926234.0,120.0,2018.0,7,848.043822251657,475.7708362196088
The Mule,Warner Bros.,Drama,64720334.0,7104318.0,49.0,2018.0,17,819.2768467826857,445.16918393794924
Chappaquiddick,Entertainment Stu...,Drama,17395521.0,1909497.0,123.0,2018.0,7,801.9085427977413,406.92860318024407
Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,30349111.0,3331406.0,97.0,2018.0,9,769.8841746044477,376.7551074957802
The Death of Stalin,IFC Films,Black Comedy,8046456.0,883255.0,151.0,2018.0,5,738.7660223053417,341.5320951673373
Justice League,Warner Bros.,Action,3478000.0,381778.0,191.0,2018.0,3,750.1328006065129,292.8412710723189
Venom,Sony Pictures,Action,213429141.0,23428006.0,11.0,2018.0,20,753.95377921713,248.00378538838245
Unbroken: Path to Redemption,Pure Flix Enterta...,Drama,6216897.0,682425.0,163.0,2018.0,5,755.0230781437537,203.01649162886054
Bad Samaritan,Electric Entertai...,Thriller/Suspense,3424744.0,375932.0,194.0,2018.0,3,773.2471669152553,156.4559655531338
Boy Erased,Focus Features,Drama,6774202.0,743600.0,159.0,2018.0,5,793.6973926466428,110.82934758143557
Downsizing,Paramount Pictures,Comedy,7289080.0,800119.0,157.0,2018.0,5,819.1101420075418,67.76901583724052
Gringo,STX Entertainment,Black Comedy,4969853.0,545538.0,176.0,2018.0,3,849.7316071452955,28.24274770050218
The Sisters Brothers,Annapurna Pictures,Western,3143056.0,345011.0,199.0,2018.0,3,884.8752838138745,-7.322994105544467
Holmes & Watson,Sony Pictures,Comedy,28313749.0,3107985.0,103.0,2018.0,9,931.8053582970573,-9.885826328479766
Mamma Mia: Here We Go Again!,Universal,Musical,120634935.0,13242034.0,27.0,2018.0,20,971.2758439606183,-24.24133960675084
Aquaman,Warner Bros.,Action,199059824.0,21850694.0,13.0,2018.0,20,1009.0845527074335,-37.298963544454864
Life of the Party,Warner Bros.,Comedy,53059911.0,5824359.0,57.0,2018.0,15,1046.4332028513004,-51.619519833616096
Thoroughbreds,Focus Features,Drama,3072605.0,337278.0,200.0,2018.0,3,1088.7390593285495,-36.28281524213395
A.X.L.,Global Road,Drama,6501381.0,713653.0,161.0,2018.0,5,1128.527063675437,-6.002215675875846
Sorry to Bother You,Annapurna Pictures,Black Comedy,17493096.0,1920208.0,122.0,2018.0,7,1162.5868463178708,26.384991773210515
Acrimony,Lionsgate,Thriller/Suspense,43549096.0,4780362.0,71.0,2018.0,13,1191.8129515729443,56.54845927314122
The First Purge,Universal,Horror,69488745.0,7627744.0,42.0,2018.0,17,1216.1840056645397,88.26677767851274
Dr. Seuss' The Grinch,Universal,Adventure,266280410.0,29229463.0,6.0,2018.0,22,1240.4818964825904,120.04117777975901
The Shape of Water,Fox Searchlight,Drama,48189258.0,5289710.0,63.0,2018.0,15,1261.242616782802,154.23170998702923
Adrift,STX Entertainment,Drama,31445011.0,3451702.0,92.0,2018.0,9,1273.7069912365814,194.3395567190089
Every Day,Orion Pictures,Drama,6112914.0,671011.0,165.0,2018.0,5,1274.681948107247,241.32944349372184
Goosebumps 2: Haunted Hallo...,Sony Pictures,Horror,46697321.0,5125940.0,66.0,2018.0,15,1275.33405289007,286.32471834955777
Simmba,Reliance Entertai...,Action,4115790.0,451788.0,184.0,2018.0,3,1289.3075649602397,329.1001898305925
Death of a Nation,Quality Flix,Documentary,5885881.0,646090.0,167.0,2018.0,5,1268.6863748356247,374.6497948546153
Hereditary,A24,Horror,44069456.0,4837481.0,70.0,2018.0,15,1238.7598593112489,408.2563964169467
Game Night,Warner Bros.,Comedy,69179066.0,7593750.0,43.0,2018.0,17,1213.9343862866115,439.6203229744267
The Post,20th Century Fox,Drama,80143337.0,8797293.0,39.0,2018.0,17,1194.6956280137651,474.6898279626495
Indivisible,Pure Flix Enterta...,Drama,3511417.0,385446.0,188.0,2018.0,3,1172.4999076232225,513.8350702833307
Sgt. Stubby: An American Hero,Fun Academy Motio...,Adventure,3054285.0,335267.0,201.0,2018.0,3,1129.3351841077986,539.070098395798
Skyscraper,Universal,Action,68420120.0,7510441.0,46.0,2018.0,17,1086.6518134572725,553.3224620562514
Midnight Sun,Global Road,Drama,9561064.0,1049513.0,144.0,2018.0,5,1042.538328722008,562.2106826043465
The Possession of Hannah Grace,Sony Pictures,Horror,14682696.0,1611711.0,129.0,2018.0,7,995.5385021905943,562.3383776199956
Padmavati,Paramount Pictures,Drama,11846060.0,1300335.0,137.0,2018.0,5,948.9552016960037,556.0936906758266
2018 Oscar Shorts,ShortsHD,Multiple Genres,3508777.0,385156.0,189.0,2018.0,3,904.9692346954598,532.319025441021
The Darkest Minds,20th Century Fox,Adventure,12695691.0,1393599.0,133.0,2018.0,5,856.0271971384302,522.0878495669442
Instant Family,Paramount Pictures,Comedy,64845006.0,7118003.0,48.0,2018.0,17,815.5633766397157,502.3982779451994
First Man,Universal,Drama,44923035.0,4931178.0,69.0,2018.0,15,789.5902848679555,471.97791463678846
Mile 22,STX Entertainment,Action,36108758.0,3963639.0,82.0,2018.0,13,771.7610810291151,436.17121846871
Superfly,Sony Pictures,Thriller/Suspense,20537137.0,2254350.0,116.0,2018.0,7,739.828067235391,408.88967470649175
I Can Only Imagine,Roadside Attractions,Drama,83482352.0,9163814.0,37.0,2018.0,17,711.83183050191,377.58135746070406
The Nutcracker and the Four...,Walt Disney,Adventure,54785758.0,6013804.0,54.0,2018.0,15,693.7674673383133,341.8927208449171
Overboard,Lionsgate,Romantic Comedy,50316123.0,5523175.0,59.0,2018.0,15,706.5344031590307,303.9848674402506
Eighth Grade,A24,Drama,13539710.0,1486246.0,131.0,2018.0,5,710.3553817696478,259.14738175631413
Beautiful Boy,Amazon Studios,Drama,7610815.0,835435.0,154.0,2018.0,5,705.4310178175635,209.3904662604013
Upgrade,BH Tilt,Thriller/Suspense,11977130.0,1314723.0,136.0,2018.0,5,723.6551065890652,162.82994018467454
2001: A Space Odyssey,MGM,Adventure,3236321.0,355249.0,196.0,2018.0,3,742.9311127981684,116.69496880041316
Ocean's 8,Warner Bros.,Action,140218711.0,15391736.0,22.0,2018.0,20,764.0626661317268,76.9651631916391
The Happytime Murders,STX Entertainment,Black Comedy,20706452.0,2272936.0,114.0,2018.0,7,781.965487015194,38.9718874127004
Incredibles 2,Walt Disney,Adventure,608581744.0,66803704.0,3.0,2018.0,25,809.7912294899015,7.511943742514717
Thor: Ragnarok,Walt Disney,Action,3833139.0,420761.0,186.0,2018.0,3,838.8463418638297,-26.85083328348253
Nobody's Fool,Paramount Pictures,Drama,31713110.0,3481132.0,91.0,2018.0,9,877.4047765635615,-53.725488881396984
Truth or Dare,Universal,Thriller/Suspense,41411015.0,4545666.0,76.0,2018.0,13,919.2357120364932,-49.96080596520932
Call Me by Your Name,Sony Pictures Cla...,Drama,13158311.0,1444381.0,132.0,2018.0,5,960.4922494432642,-67.93017215335578
Early Man,Lionsgate,Adventure,8267544.0,907524.0,149.0,2018.0,5,1008.3847767709321,-82.29352225591123
The Equalizer 2,Sony Pictures,Action,102084362.0,11205747.0,32.0,2018.0,17,1052.5033908123419,-91.15624729198862
Mary Poppins Returns,Walt Disney,Musical,138817262.0,15237899.0,23.0,2018.0,20,1091.2477899229443,-81.21283049702504
Bad Times at the El Royale,20th Century Fox,Thriller/Suspense,17839115.0,1958190.0,117.0,2018.0,7,1128.3647156265051,-61.557453972614496
Teen Titans Go! To The Movies,Warner Bros.,Adventure,29790236.0,3270059.0,99.0,2018.0,9,1164.4227249818232,-36.34198329820947
Book Club,Paramount Pictures,Romantic Comedy,68566296.0,7526487.0,44.0,2018.0,17,1191.4121663280162,-4.161708970285872
Overlord,Paramount Pictures,Action,21704844.0,2382530.0,111.0,2018.0,7,1220.6382715830894,26.00175852964483
Uncle Drew,Lionsgate,Comedy,42469946.0,4661904.0,73.0,2018.0,13,1244.8218629733856,60.34056904292845
I Feel Pretty,STX Entertainment,Comedy,48795601.0,5356267.0,61.0,2018.0,15,1269.1197537914363,92.11496914417472
Unfriended: Dark Web,OTL Releasing,Horror,8866745.0,973298.0,147.0,2018.0,5,1297.2487469266675,127.23988544582751
Lady Bird,A24,Drama,17525810.0,1923799.0,121.0,2018.0,7,1311.6094449155244,171.9922077685053
Deadpool 2,20th Century Fox,Action,324512774.0,35621600.0,5.0,2018.0,25,1310.8291967561383,213.98495967654026
RBG,Magnolia Pictures,Documentary,14017361.0,1538678.0,130.0,2018.0,7,1319.6341580819835,255.05164515333973
Christopher Robin,Walt Disney,Adventure,99215042.0,10890783.0,36.0,2018.0,17,1320.8782652687742,297.03321488706666
Hunter Killer,Lionsgate,Thriller/Suspense,15767460.0,1730786.0,126.0,2018.0,7,1335.751011757014,336.3117257027346
The Leisure Seeker,Sony Pictures Cla...,Drama,3224126.0,353910.0,197.0,2018.0,3,1318.4001856725322,379.99179935406966
Ya Veremos,Lionsgate,Drama,4165949.0,457294.0,183.0,2018.0,3,1288.9169686504201,420.3742202080384
Isle of Dogs,Fox Searchlight,Adventure,32015231.0,3514295.0,90.0,2018.0,13,1253.121277917149,447.6445066921956
Bohemian Rhapsody,20th Century Fox,Drama,189813133.0,20835690.0,14.0,2018.0,20,1233.8825196443026,482.71401168041837
I  Tonya,Neon,Black Comedy,27663198.0,3036574.0,104.0,2018.0,9,1218.8005806280198,521.9126738452057
Super Troopers 2,20th Century Fox,Comedy,30617396.0,3360856.0,95.0,2018.0,9,1191.828861905004,556.6765399870277
Night School,Universal,Comedy,77316580.0,8487001.0,40.0,2018.0,17,1154.6732043906482,576.2586010296217
The Nun,Warner Bros.,Horror,117450119.0,12892439.0,28.0,2018.0,20,1115.0509451670862,581.7428123695381
Traffik,Lionsgate,Thriller/Suspense,9186156.0,1008360.0,146.0,2018.0,5,1074.2985298115846,600.8279019080412
The Spy Who Dumped Me,Lionsgate,Comedy,33562069.0,3684091.0,86.0,2018.0,13,1029.5199484939285,605.2864504586419
Mid90s,A24,Drama,7362439.0,808171.0,156.0,2018.0,5,984.6048206839158,608.048930107474
The House with a Clock in i...,Universal,Comedy,68536400.0,7523205.0,45.0,2018.0,17,940.2856689957728,600.2506742997068
The Meg,Warner Bros.,Action,145443742.0,15965285.0,21.0,2018.0,20,907.5641208793573,577.2441472070511
Peter Rabbit,Sony Pictures,Adventure,115234093.0,12649186.0,29.0,2018.0,20,869.4739789632008,565.031813736045
A Quiet Place,Paramount Pictures,Horror,188024361.0,20639337.0,15.0,2018.0,20,829.9665779593419,558.773597862468
Second Act,STX Entertainment,Comedy,32792366.0,3599601.0,87.0,2018.0,13,796.1676679038867,537.3812235420883
,,,,,,,50,1241.8397871728605,261.34195000747184
Vice,Annapurna Pictures,Black Comedy,18108785.0,1976941.0,109.0,2019.0,9,1280.8397871728605,261.34195000747184
The Prodigy,Orion Pictures,Horror,14856291.0,1621865.0,119.0,2019.0,7,1256.0192743523476,225.01094199328708
Greta,Focus Features,Thriller/Suspense,10544310.0,1151126.0,129.0,2019.0,7,1256.0192743523476,297.67295802165665
The Hustle,United Artists,Comedy,35417038.0,3866488.0,74.0,2019.0,13,1215.3521335868852,287.1761174511767
Instant Family,Paramount Pictures,Comedy,2518231.0,274916.0,189.0,2019.0,3,1203.7224265342986,243.70486357150332
Frozen II,Walt Disney,Adventure,450439533.0,49174621.0,3.0,2019.0,25,1220.8294259925797,202.08334786707016
The Secret Life of Pets 2,Universal,Adventure,158874395.0,17344366.0,16.0,2019.0,20,1255.989683838608,183.0109524170801
Zombieland: Double Tap,Sony Pictures,Comedy,73027571.0,7972442.0,39.0,2019.0,17,1291.176781152881,202.03378560764057
Arctic,Bleecker Street,Drama,2409826.0,263081.0,191.0,2019.0,3,1320.5191054090396,236.15164027710114
Where'd You Go Bernadette,United Artists,Comedy,9198356.0,1004187.0,136.0,2019.0,5,1320.758551150037,286.1510669311851
Aladdin,Walt Disney,Adventure,355559216.0,38816508.0,8.0,2019.0,22,1291.4205873577353,320.27267123874356
Missing Link,United Artists,Adventure,16649539.0,1817635.0,116.0,2019.0,7,1255.277883474416,341.6667114369555
Anna,Lionsgate,Action,7743794.0,845392.0,139.0,2019.0,5,1209.331336246611,331.77152079487735
2019 Oscar Shorts,ShortsHD,Multiple Genres,3531093.0,385490.0,175.0,2019.0,3,1171.847699953664,298.6810839549371
The Fall of the American Em...,Entertainment One,Comedy,2178148.0,237789.0,197.0,2019.0,3,1154.3868551591693,251.8289879606001
Us,Universal,Thriller/Suspense,175084580.0,19114037.0,12.0,2019.0,20,1172.975102840427,210.84756475275856
Pain & Glory,Sony Pictures Cla...,Drama,3967719.0,433157.0,171.0,2019.0,3,1190.0821022987082,169.2260490483254
It: Chapter Two,Warner Bros.,Horror,211593228.0,23099697.0,10.0,2019.0,22,1231.4205151377641,151.44584590134855
Gloria Bell,A24,Drama,5611123.0,612568.0,152.0,2019.0,5,1275.5158525609768,142.46802781826028
Jojo Rabbit,Fox Searchlight,Black Comedy,21579550.0,2355846.0,102.0,2019.0,9,1315.2299401249682,167.60348582004792
Amazing Grace,Neon,Documentary,4450454.0,485857.0,162.0,2019.0,5,1351.7910395554645,197.1379742773304
Shazam!,Warner Bros.,Action,140371656.0,15324416.0,19.0,2019.0,20,1365.3502267968868,240.04657995675151
Echo in the Canyon,Greenwich,Documentary,3355266.0,366295.0,177.0,2019.0,3,1370.738149330743,284.7228632709347
Scary Stories to Tell in th...,Lionsgate,Horror,68947075.0,7526973.0,42.0,2019.0,17,1346.8171199954286,322.8382716452264
BrightBurn,Sony Pictures,Horror,17259427.0,1884216.0,113.0,2019.0,7,1317.659408705686,353.0678576884394
Pet Sematary,Paramount Pictures,Horror,54724696.0,5974311.0,52.0,2019.0,15,1281.516704822367,374.4618978866514
Spider-Man: Far From Home,Sony Pictures,Action,390532085.0,42634507.0,7.0,2019.0,22,1242.1520697284216,381.56298962810337
Ne Zha,Well Go USA,Adventure,3695533.0,403442.0,172.0,2019.0,3,1197.1706448912328,380.2701556803999
